"title","content","date","variant","images","verified","author","rating","product","url"
"Thickit is a Trustworty Product","I have purchased this product many times in the past for my special needs grandson and has always shown itself to be trustworthy and true to its advertising.  Buy with out fear.","07 Oct 2021","","","Yes","Devra E.","5.0","Thick-It MIIJ585 Instant Food and Beverage Thickener, 36 oz. Can (6-Pack)","https://www.amazon.com/Thick-MIIJ585-Instant-Beverage-Thickener/product-reviews/B002NH9KCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=8 "
"Just as pictured","This product is exactly like what they give you in the skilled nursing facilities. Highly recommend this product does exactly what it says on the label. Great thickening agent to your drinks.","05 Jan 2020","","","Yes","DCV","5.0","Thick-It MIIJ585 Instant Food and Beverage Thickener, 36 oz. Can (6-Pack)","https://www.amazon.com/Thick-MIIJ585-Instant-Beverage-Thickener/product-reviews/B002NH9KCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=8 "
"3 good and 3 bad cans","Usually good product. Had one really bad smelling can that had a bad silver seal and looked like glue got in product, and have 2 other cans that smell bad and looks like a sealing issue also with their glue. Been buying this product for years and will be looking at alternatives at this time. Lost 3 cans on this case.","06 Nov 2018","","","Yes","Frankie","1.0","Thick-It MIIJ585 Instant Food and Beverage Thickener, 36 oz. Can (6-Pack)","https://www.amazon.com/Thick-MIIJ585-Instant-Beverage-Thickener/product-reviews/B002NH9KCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=7 "
"Excellent buy","My wife has aspirated pneumonia 4 times until I read about this product and she tried it. I now buy a 6 pack @ $14.95 each...She hasn't had a chocking problem in 6 months. Would recommend this to anyone who has any kind of swallowing problems. Doesn't change the taste, just thickens it to the way she likes it...You could thicken any drink to a malt consistency of a malt if you wanted to...Would recommend to anyone with swallowing problems...","24 Oct 2016","","","Yes","Paul","5.0","Thick-It MIIJ585 Instant Food and Beverage Thickener, 36 oz. Can (6-Pack)","https://www.amazon.com/Thick-MIIJ585-Instant-Beverage-Thickener/product-reviews/B002NH9KCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=7 "
"How to make a puree of any liquid","My mother has a problem with her swallowing process and cannot drink any liquid. This was the perfect solution: now she can “eat” her water, soup, tea, etc. puree without changing the flavor or nutritional balance of her meals","07 Aug 2018","","","Yes","Oscar M Becerra","5.0","Thick-It MIIJ585 Instant Food and Beverage Thickener, 36 oz. Can (6-Pack)","https://www.amazon.com/Thick-MIIJ585-Instant-Beverage-Thickener/product-reviews/B002NH9KCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=7 "
"Very Helpful for Dysphagia Sufferers","Thick It is a great help to people who suffer from Dysphagia.  Because of their difficulty swallowing thin liquids than can choke, get pneumonia or worse.  Fortunately, Thick It adds no taste, but can be used with water, milk, juice or any liquid to give it a slurry or pudding texture (depending on how much you need to use), that then allows them to take liquids without risk of getting into their lungs. This is a great product that helps people who have tremendous difficulty taking in thin liquids and is a real life saver.","24 Nov 2014","","","Yes","A. Silverstone","5.0","Thick-It MIIJ585 Instant Food and Beverage Thickener, 36 oz. Can (6-Pack)","https://www.amazon.com/Thick-MIIJ585-Instant-Beverage-Thickener/product-reviews/B002NH9KCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=7 "
"Compare Costco price before purchasing","Works as it should, good value, but if you are a member of Costco they sell it for $15.95??? In the pharmacy so that might be a better choice if you do NOT want to buy in bulk.","01 Sep 2017","","","Yes","kat","5.0","Thick-It MIIJ585 Instant Food and Beverage Thickener, 36 oz. Can (6-Pack)","https://www.amazon.com/Thick-MIIJ585-Instant-Beverage-Thickener/product-reviews/B002NH9KCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=7 "
"Good product","Great product for great price. No lumping and no aftertaste","03 Nov 2021","","","Yes","MarkA","5.0","Thick-It MIIJ585 Instant Food and Beverage Thickener, 36 oz. Can (6-Pack)","https://www.amazon.com/Thick-MIIJ585-Instant-Beverage-Thickener/product-reviews/B002NH9KCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=7 "
"Disabled parent","Have used for years. Best value and quality.","21 Apr 2021","","","Yes","william d feliciano","5.0","Thick-It MIIJ585 Instant Food and Beverage Thickener, 36 oz. Can (6-Pack)","https://www.amazon.com/Thick-MIIJ585-Instant-Beverage-Thickener/product-reviews/B002NH9KCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=7 "
"This New Look Thick-it is a bad quality Thicker","This New Look Thick-it is a bad quality Thicker. I am using it since long and the old was was very good. The old thickener's 4 spoons are equal to new (this) thicker's 6/7 spoons to make water/ tea thicker. Please refer to producer and arrange to refund my money for this brand. I opened and used one and cant return remaining 5. Thanks.  .","17 Feb 2017","","","Yes","Alidad Khan","1.0","Thick-It MIIJ585 Instant Food and Beverage Thickener, 36 oz. Can (6-Pack)","https://www.amazon.com/Thick-MIIJ585-Instant-Beverage-Thickener/product-reviews/B002NH9KCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=7 "
"Thickit is a Trustworty Product","I have purchased this product many times in the past for my special needs grandson and has always shown itself to be trustworthy and true to its advertising.  Buy with out fear.","07 Oct 2021","","","Yes","Devra E.","5.0","Thick-It MIIJ585 Instant Food and Beverage Thickener, 36 oz. Can (6-Pack)","https://www.amazon.com/Thick-MIIJ585-Instant-Beverage-Thickener/product-reviews/B002NH9KCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=7 "
"Just as pictured","This product is exactly like what they give you in the skilled nursing facilities. Highly recommend this product does exactly what it says on the label. Great thickening agent to your drinks.","05 Jan 2020","","","Yes","DCV","5.0","Thick-It MIIJ585 Instant Food and Beverage Thickener, 36 oz. Can (6-Pack)","https://www.amazon.com/Thick-MIIJ585-Instant-Beverage-Thickener/product-reviews/B002NH9KCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=7 "
"3 good and 3 bad cans","Usually good product. Had one really bad smelling can that had a bad silver seal and looked like glue got in product, and have 2 other cans that smell bad and looks like a sealing issue also with their glue. Been buying this product for years and will be looking at alternatives at this time. Lost 3 cans on this case.","06 Nov 2018","","","Yes","Frankie","1.0","Thick-It MIIJ585 Instant Food and Beverage Thickener, 36 oz. Can (6-Pack)","https://www.amazon.com/Thick-MIIJ585-Instant-Beverage-Thickener/product-reviews/B002NH9KCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=6 "
"Excellent buy","My wife has aspirated pneumonia 4 times until I read about this product and she tried it. I now buy a 6 pack @ $14.95 each...She hasn't had a chocking problem in 6 months. Would recommend this to anyone who has any kind of swallowing problems. Doesn't change the taste, just thickens it to the way she likes it...You could thicken any drink to a malt consistency of a malt if you wanted to...Would recommend to anyone with swallowing problems...","24 Oct 2016","","","Yes","Paul","5.0","Thick-It MIIJ585 Instant Food and Beverage Thickener, 36 oz. Can (6-Pack)","https://www.amazon.com/Thick-MIIJ585-Instant-Beverage-Thickener/product-reviews/B002NH9KCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=6 "
"How to make a puree of any liquid","My mother has a problem with her swallowing process and cannot drink any liquid. This was the perfect solution: now she can “eat” her water, soup, tea, etc. puree without changing the flavor or nutritional balance of her meals","07 Aug 2018","","","Yes","Oscar M Becerra","5.0","Thick-It MIIJ585 Instant Food and Beverage Thickener, 36 oz. Can (6-Pack)","https://www.amazon.com/Thick-MIIJ585-Instant-Beverage-Thickener/product-reviews/B002NH9KCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=6 "
"Very Helpful for Dysphagia Sufferers","Thick It is a great help to people who suffer from Dysphagia.  Because of their difficulty swallowing thin liquids than can choke, get pneumonia or worse.  Fortunately, Thick It adds no taste, but can be used with water, milk, juice or any liquid to give it a slurry or pudding texture (depending on how much you need to use), that then allows them to take liquids without risk of getting into their lungs. This is a great product that helps people who have tremendous difficulty taking in thin liquids and is a real life saver.","24 Nov 2014","","","Yes","A. Silverstone","5.0","Thick-It MIIJ585 Instant Food and Beverage Thickener, 36 oz. Can (6-Pack)","https://www.amazon.com/Thick-MIIJ585-Instant-Beverage-Thickener/product-reviews/B002NH9KCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=6 "
"Compare Costco price before purchasing","Works as it should, good value, but if you are a member of Costco they sell it for $15.95??? In the pharmacy so that might be a better choice if you do NOT want to buy in bulk.","01 Sep 2017","","","Yes","kat","5.0","Thick-It MIIJ585 Instant Food and Beverage Thickener, 36 oz. Can (6-Pack)","https://www.amazon.com/Thick-MIIJ585-Instant-Beverage-Thickener/product-reviews/B002NH9KCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=6 "
"Good product","Great product for great price. No lumping and no aftertaste","03 Nov 2021","","","Yes","MarkA","5.0","Thick-It MIIJ585 Instant Food and Beverage Thickener, 36 oz. Can (6-Pack)","https://www.amazon.com/Thick-MIIJ585-Instant-Beverage-Thickener/product-reviews/B002NH9KCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=6 "
"Disabled parent","Have used for years. Best value and quality.","21 Apr 2021","","","Yes","william d feliciano","5.0","Thick-It MIIJ585 Instant Food and Beverage Thickener, 36 oz. Can (6-Pack)","https://www.amazon.com/Thick-MIIJ585-Instant-Beverage-Thickener/product-reviews/B002NH9KCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=6 "
"This New Look Thick-it is a bad quality Thicker","This New Look Thick-it is a bad quality Thicker. I am using it since long and the old was was very good. The old thickener's 4 spoons are equal to new (this) thicker's 6/7 spoons to make water/ tea thicker. Please refer to producer and arrange to refund my money for this brand. I opened and used one and cant return remaining 5. Thanks.  .","17 Feb 2017","","","Yes","Alidad Khan","1.0","Thick-It MIIJ585 Instant Food and Beverage Thickener, 36 oz. Can (6-Pack)","https://www.amazon.com/Thick-MIIJ585-Instant-Beverage-Thickener/product-reviews/B002NH9KCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=6 "
"Thickit is a Trustworty Product","I have purchased this product many times in the past for my special needs grandson and has always shown itself to be trustworthy and true to its advertising.  Buy with out fear.","07 Oct 2021","","","Yes","Devra E.","5.0","Thick-It MIIJ585 Instant Food and Beverage Thickener, 36 oz. Can (6-Pack)","https://www.amazon.com/Thick-MIIJ585-Instant-Beverage-Thickener/product-reviews/B002NH9KCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=6 "
"Just as pictured","This product is exactly like what they give you in the skilled nursing facilities. Highly recommend this product does exactly what it says on the label. Great thickening agent to your drinks.","05 Jan 2020","","","Yes","DCV","5.0","Thick-It MIIJ585 Instant Food and Beverage Thickener, 36 oz. Can (6-Pack)","https://www.amazon.com/Thick-MIIJ585-Instant-Beverage-Thickener/product-reviews/B002NH9KCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=6 "
"3 good and 3 bad cans","Usually good product. Had one really bad smelling can that had a bad silver seal and looked like glue got in product, and have 2 other cans that smell bad and looks like a sealing issue also with their glue. Been buying this product for years and will be looking at alternatives at this time. Lost 3 cans on this case.","06 Nov 2018","","","Yes","Frankie","1.0","Thick-It MIIJ585 Instant Food and Beverage Thickener, 36 oz. Can (6-Pack)","https://www.amazon.com/Thick-MIIJ585-Instant-Beverage-Thickener/product-reviews/B002NH9KCM/ref=cm_cr_arp_d_paging_btm_next_2?ie=UTF8&reviewerType=all_reviews&pageNumber=5 "
